customerID,gender,SeniorCitizen,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,MonthlyCharges,TotalCharges,Churn
7206-PQBBZ,Male,1,11,Month-to-month,Electronic check,Fiber optic,No,No,70.2,834.7,No
1846-XWOQN,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,70.15,70.15,Yes
2619-WFQWU,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.15,70.15,Yes
9985-MWVIX,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,70.15,70.15,Yes
7394-LWLYN,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,70.15,123.8,No
6077-BDPXA,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,70.15,194.2,No
9408-SSNVZ,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,70.15,268.35,Yes
9272-LSVYH,Male,0,10,Month-to-month,Mailed check,Fiber optic,No,No,70.15,735.5,No
2262-SLNVK,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.1,70.1,No
4702-IOQDC,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.1,70.1,Yes
0328-GRPMV,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.1,70.1,Yes
5119-NZPTV,Male,1,2,Month-to-month,Electronic check,Fiber optic,No,No,70.1,141.65,No
5931-FLJJF,Male,1,7,Month-to-month,Mailed check,Fiber optic,No,No,70.1,467.55,Yes
9540-JYROE,Male,0,8,Month-to-month,Mailed check,Fiber optic,No,No,70.1,551.35,Yes
6379-RXJRQ,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,70.1,659.65,Yes
3494-JCHRQ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,70.05,70.05,Yes
9603-OAIHC,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,70.05,70.05,No
2608-BHKFN,Female,0,4,Month-to-month,Credit card (automatic),Fiber optic,No,No,70.05,266.9,Yes
6705-LXORM,Female,1,5,Month-to-month,Electronic check,Fiber optic,No,No,70.05,302.6,No
6715-OFDBP,Male,0,5,Month-to-month,Electronic check,DSL,No,No,70.05,346.4,Yes
1304-BCCFO,Male,0,9,Month-to-month,Mailed check,DSL,No,No,70.05,564.4,No
5895-QSXOD,Male,0,9,Month-to-month,Mailed check,Fiber optic,No,No,70.05,657.5,No
